word_in_doc,similarity,actual_medical_word
old,86,Cold
"hot flashes,",87,Hot flashes
"night sweats,",88,Night sweats
insomnia,88,Insomnia
all,86,Fall
old,86,Cold
all,86,Fall
all,86,Fall
bleeding,88,Bleeding
out,86,Gout
ovarian cancer,93,Ovarian cancer
"head injury,",87,Head injury
is infection,89,Sinus infection
infection,89,Infection
out,86,Gout
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
out,86,Gout
bleeding,88,Bleeding
all,86,Fall
coughing,88,Coughing
all,86,Fall
ADHD,100,ADHD
old,86,Cold
out,86,Gout
migraine,88,Migraine
nose bleeds,86,Nose bleed
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
age,86,Rage
nightmares,90,Nightmares
ever,89,Fever
stomach discomfort,94,Stomach discomfort
discomfort,90,Discomfort
diabetic,88,Diabetic
"hypertension,",88,Hypertension
all,86,Fall
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
ever,89,Fever
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
old,86,Cold
fertility,90,Infertility
and discomfort,90,Head discomfort
discomfort,90,Discomfort
Labial swelling,87,Facial swelling
swelling,88,Swelling
all,86,Fall
insomnia,88,Insomnia
Fibromyalgia,100,Fibromyalgia
Chronic Fatigue,93,Chronic fatigue
Fatigue,100,Fatigue
the Fibromyalgia,86,Fibromyalgia
Fibromyalgia,100,Fibromyalgia
Chronic Fatigue,93,Chronic fatigue
Fatigue,100,Fatigue
out,86,Gout
all,86,Fall
all,86,Fall
Could,89,Cold
out,86,Gout
difference,91,Indifference
out,86,Gout
panic attacks,92,Panic attacks
and pressure,88,Head pressure
bruising,88,Bruising
"blurred vision,",90,Blurred vision
feeling unwell,93,Feeling unwell
old,86,Cold
dry eyes,88,Dry eyes
infection,89,Infection
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
Could,89,Cold
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
oil,86,Boil
old,86,Cold
ever,89,Fever
old,86,Cold
out,86,Gout
Could,89,Cold
all,86,Fall
out,86,Gout
migraine,88,Migraine
out,86,Gout
all,86,Fall
"chest, pain",86,Chest pain
all,86,Fall
confusion,89,Confusion
confused,88,Confused
confused,88,Confused
all,86,Fall
ever,89,Fever
confused,88,Confused
diabetes,88,Diabetes
old,86,Cold
hyperactive,91,Hyperactive
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
Could,89,Cold
all,86,Fall
out,86,Gout
nightmare,89,Nightmare
"nerve pain,",86,Nerve pain
itching,88,Twitching
and burning,87,Pain burning
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
nervous,86,Nervous
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
anxiety,86,Anxiety
chest pains,86,Chest pain
anxiety,86,Anxiety
anxiety,86,Anxiety
anxiety,86,Anxiety
anxiety,86,Anxiety
all,86,Fall
nauseous,88,Nauseous
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
anxiety,86,Anxiety
old,86,Cold
or discomfort,89,Arm discomfort
discomfort,90,Discomfort
out,86,Gout
out,86,Gout
violent,86,Violent
violent,86,Violent
rising,86,Bruising
union,91,Bunion
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
muscle cramps,88,Muscle cramp
back pain,89,Back pain
muscle spasm,92,Muscle spasm
weakness,88,Weakness
numbness,88,Numbness
tingling,88,Stinging
anxiety,86,Anxiety
the infection,86,Chest infection
infection,89,Infection
out,86,Gout
out,86,Gout
the infection,86,Chest infection
infection,89,Infection
out,86,Gout
irregular periods,94,Irregular periods
swelling,88,Swelling
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
"sore throat,",87,Sore throat
sinus infection,93,Sinus infection
infection,89,Infection
Cyst,100,Cyst
blood pressure,88,Low blood pressure
diabetic,88,Diabetic
overweight,90,Overweight
double vision,92,Double vision
age,86,Rage
out,86,Gout
violent,86,Violent
out,86,Gout
"emotional problems,",92,Emotional problems
out,86,Gout
age,86,Rage
all,86,Fall
eating,86,Sweating
confusion,89,Confusion
on face,88,Moon face
all,86,Fall
pulmonary emboli,88,Pulmonary embolism
all,86,Fall
out,86,Gout
all,86,Fall
ever,89,Fever
all,86,Fall
out,86,Gout
Flu,100,Flu
all,86,Fall
"breast tenderness,",91,Breast tenderness
"tenderness,",86,Tenderness
Could,89,Cold
out,86,Gout
all,86,Fall
all,86,Fall
differences,87,Indifference
out,86,Gout
pimples,86,Pimples
breast cancer,92,Breast cancer
"heart failure,",89,Heart failure
dizzy spell,87,Dizzy spells
all,86,Fall
old,86,Cold
neck pain,89,Neck pain
tingling,88,Stinging
all,86,Fall
oil,86,Boil
oil,86,Boil
all,86,Fall
oil,86,Boil
all,86,Fall
old,86,Cold
itching,88,Twitching
out,86,Gout
all,86,Fall
Bleeding,100,Bleeding
painful intercourse,95,Painful intercourse
painful intercourse,95,Painful intercourse
nightmare,89,Nightmare
all,86,Fall
bleeding,88,Bleeding
period pain,87,Period pains
out,86,Gout
out,86,Gout
head spinning,92,Head spinning
old,86,Cold
old,86,Cold
a bleeding,87,Anal bleeding
bleeding,88,Bleeding
all,86,Fall
old,86,Cold
ADHD,100,ADHD
out,86,Gout
old,86,Cold
screaming,89,Screaming
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
ever,89,Fever
bleeding,88,Bleeding
all,86,Fall
old,86,Cold
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
diabetes,88,Diabetes
diabetes,88,Diabetes
nervous,86,Nervous
old,86,Cold
stomach pain,92,Stomach pain
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
ADHD,100,ADHD
age,86,Rage
all,86,Fall
out,86,Gout
old,86,Cold
anxiety,86,Anxiety
out,86,Gout
difference,91,Indifference
all,86,Fall
eating,86,Sweating
confused,88,Confused
out,86,Gout
ever,89,Fever
out,86,Gout
all,86,Fall
"Anxiety,",93,Anxiety
all,86,Fall
Anxiety,100,Anxiety
old,86,Cold
nasal congestion,94,Nasal congestion
epilepsy,88,Epilepsy
a fever,88,Hay fever
out,86,Gout
sickness,88,Sickness
feverish,88,Feverish
all,86,Fall
incontinence,92,Incontinence
out,86,Gout
internal bleeding,94,Internal bleeding
bleeding,88,Bleeding
"weight gain,",87,Weight gain
sciatica,88,Sciatica
all,86,Fall
abscess,86,Abscess
swelling,88,Swelling
all,86,Fall
miscarriage,91,Miscarriage
regular period,90,Irregular periods
a discharge,92,Ear discharge
tinnitus,88,Tinnitus
anxiety,86,Anxiety
out,86,Gout
addiction,89,Addiction
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
Could,89,Cold
all,86,Fall
old,86,Cold
irregular periods,94,Irregular periods
fibromyalgia,92,Fibromyalgia
all,86,Fall
old,86,Cold
all,86,Fall
all,86,Fall
out,86,Gout
ADHD,100,ADHD
all,86,Fall
eating,86,Sweating
ovarian cyst,92,Ovarian cyst
heavy periods,92,Heavy periods
bleeding,88,Bleeding
out,86,Gout
miscariage,86,Miscarriage
infection,89,Infection
pneumonia,89,Pneumonia
all,86,Fall
"chest pain,",86,Chest pain
muscle pain,91,Muscle pain
muscle ache,91,Muscle ache
dry discomfort,86,Arm discomfort
discomfort,90,Discomfort
an infection,88,Ear infection
infection,89,Infection
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
"discomfort,",86,Discomfort
stinging,88,Stinging
ever,89,Fever
out,86,Gout
yeast infection,93,Yeast infection
infection,89,Infection
an infection,88,Ear infection
infection,89,Infection
vaginal odour,92,Vaginal odour
breast cancer,92,Breast cancer
breast cancer,92,Breast cancer
breast cancer,92,Breast cancer
breast cancer,92,Breast cancer
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
"premature labor,",88,Premature labour
all,86,Fall
ever,89,Fever
ovarian cyst,92,Ovarian cyst
ever,89,Fever
all,86,Fall
all,86,Fall
all,86,Fall
blood pressure,88,Low blood pressure
out,86,Gout
frustration,91,Frustration
ever,89,Fever
all,86,Fall
tingling,88,Stinging
old,86,Cold
out,86,Gout
all,86,Fall
back pain,89,Back pain
stiffness,89,Stiffness
old,86,Cold
out,86,Gout
out,86,Gout
paranoia,88,Paranoia
old,86,Cold
out,86,Gout
menopause symptoms,86,Menopausal symptoms
hot flashes,91,Hot flashes
all,86,Fall
all,86,Fall
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
nervous,86,Nervous
all,86,Fall
abscess,86,Abscess
abscess,86,Abscess
abscess,86,Abscess
old,86,Cold
age,86,Rage
age,86,Rage
out,86,Gout
ever,89,Fever
an infection,88,Ear infection
infection,89,Infection
dementia,88,Dementia
out,86,Gout
bladder infection,94,Bladder infection
infection,89,Infection
all,86,Fall
irregular period,91,Irregular periods
old,86,Cold
it periods,87,Light periods
regular period,90,Irregular periods
old,86,Cold
allergic reactions,91,Allergic reaction
confused,88,Confused
up bleeding,87,Gum bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
all,86,Fall
ever,89,Fever
old,86,Cold
old,86,Cold
nervous,86,Nervous
neck cramps,91,Neck cramps
heartburn,89,Heartburn
"feeling sick,",88,Feeling sick
heartburn,89,Heartburn
overweight,90,Overweight
out,86,Gout
ever,89,Fever
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
old,86,Cold
menstrual cramps,94,Menstrual cramps
numbness,88,Numbness
out,86,Gout
MS,100,MS
MS,100,MS
eating,86,Sweating
fatigue,86,Fatigue
out,86,Gout
old,86,Cold
on fertility,87,Infertility
fertility,90,Infertility
all,86,Fall
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
"Neuralgia,",95,Neuralgia
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
ever,89,Fever
old,86,Cold
nagging,86,Gagging
ever,89,Fever
out,86,Gout
all,86,Fall
bleeding,88,Bleeding
bleeding,88,Bleeding
breast pains,87,Breast pain
all,86,Fall
all,86,Fall
out,86,Gout
ever,89,Fever
agressive behaviour,92,Aggressive behaviour
out,86,Gout
all,86,Fall
cataract,88,Cataract
weird feeling,92,Weird feeling
out,86,Gout
out,86,Gout
miscarrige,86,Miscarriage
out,86,Gout
out,86,Gout
out,86,Gout
sickness,88,Sickness
old,86,Cold
eating,86,Sweating
Hepatitis,100,Hepatitis
old,86,Cold
out,86,Gout
and burning,87,Pain burning
irritability,92,Irritability
losat weight,87,Lost weight
skin rash,89,Skin rash
lost weight,91,Lost weight
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
Could,89,Cold
old,86,Cold
all,86,Fall
age,86,Rage
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
buring sensation,91,Burning sensation
all,86,Fall
old,86,Cold
vaginal discharge,94,Vaginal discharge
abdominal pain,93,Abdominal pain
pimples,86,Pimples
Infection,100,Infection
bleeding,88,Bleeding
a discharge,92,Ear discharge
old,86,Cold
ever,89,Fever
infertlility,87,Infertility
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
neck pain,89,Neck pain
ever,89,Fever
migraine,88,Migraine
out,86,Gout
headache,88,Headache
"upset stomach,",89,Upset stomach
anxiety,86,Anxiety
tinnitus,88,Tinnitus
migraine,88,Migraine
anxiety,86,Anxiety
blurred vision,93,Blurred vision
out,86,Gout
out,86,Gout
anxiety,86,Anxiety
old,86,Cold
having thoughts,87,Racing thoughts
or discharge,88,Ear discharge
yeast infection,93,Yeast infection
infection,89,Infection
all,86,Fall
old,86,Cold
age,86,Rage
normal behaviour,94,Abnormal behaviour
old,86,Cold
old,86,Cold
rectal prolapse,93,Rectal prolapse
nervous,86,Nervous
ever,89,Fever
all,86,Fall
panic attacks,92,Panic attacks
all,86,Fall
old,86,Cold
day dreaming,87,Daydreaming
all,86,Fall
vaginal bleeding,94,Vaginal bleeding
bleeding,88,Bleeding
all,86,Fall
all,86,Fall
old,86,Cold
ever,89,Fever
all,86,Fall
screaming,89,Screaming
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
infection,89,Infection
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
all,86,Fall
omitting,88,Vomiting
old,86,Cold
out,86,Gout
out,86,Gout
old,86,Cold
out,86,Gout
abdominal pain,93,Abdominal pain
kidney stones,92,Kidney stones
a pain,86,Ear pain
that infection,87,Throat infection
infection,89,Infection
old,86,Cold
old,86,Cold
out,86,Gout
out,86,Gout
old,86,Cold
old,86,Cold
Could,89,Cold
all,86,Fall
out,86,Gout
runny nose,90,Runny nose
"hypothyroidism,",90,Hypothyroidism
difference,91,Indifference
hypothyroidism,93,Hypothyroidism
blood pressure,88,Low blood pressure
drug abuser,86,Drug abuse
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
ever,89,Fever
difference,91,Indifference
all,86,Fall
out,86,Gout
old,86,Cold
age,86,Rage
out,86,Gout
all,86,Fall
out,86,Gout
itching,88,Twitching
itching,88,Twitching
burning sensation,94,Burning sensation
old,86,Cold
infection,89,Infection
infection,89,Infection
infection,89,Infection
out,86,Gout
out,86,Gout
swelling,88,Swelling
overweight,90,Overweight
blood pressure,88,Low blood pressure
eating,86,Sweating
all,86,Fall
oil,86,Boil
out,86,Gout
out,86,Gout
anxiety,86,Anxiety
oil,86,Boil
hostility,89,Hostility
out,86,Gout
hepatitis,89,Hepatitis
hepatitis,89,Hepatitis
all,86,Fall
all,86,Fall
and pressure,88,Head pressure
all,86,Fall
hepatitis,89,Hepatitis
"exhaustion,",86,Exhaustion
weight again,87,Weight gain
bleeding,88,Bleeding
old,86,Cold
age,86,Rage
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
old,86,Cold
keep talking,88,Sleep talking
old,86,Cold
all,86,Fall
all,86,Fall
miscarriage,91,Miscarriage
"miscarriage,",87,Miscarriage
miscarriage,91,Miscarriage
all,86,Fall
bleeding,88,Bleeding
all,86,Fall
old,86,Cold
vomiting,88,Vomiting
vomiting,88,Vomiting
hot flashes,91,Hot flashes
old,86,Cold
yeast infections,90,Yeast infection
Pain,100,Pain
the infection,86,Chest infection
infection,89,Infection
yeast infection,93,Yeast infection
infection,89,Infection
all,86,Fall
eating,86,Sweating
yeast infection,93,Yeast infection
infection,89,Infection
an infection,88,Ear infection
infection,89,Infection
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
all,86,Fall
ever,89,Fever
age,86,Rage
ever,89,Fever
That pain,90,Throat pain
shooting pain,92,Shooting pain
breast cancer,92,Breast cancer
nerve pain,90,Nerve pain
Cancer,100,Cancer
old,86,Cold
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
normal behavior,91,Abnormal behaviour
out,86,Gout
old,86,Cold
old,86,Cold
difference,91,Indifference
Could,89,Cold
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
"ADHD,",89,ADHD
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
ever,89,Fever
out,86,Gout
infection,89,Infection
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
old,86,Cold
cataract,88,Cataract
out,86,Gout
all,86,Fall
differences,87,Indifference
out,86,Gout
double vision,92,Double vision
out,86,Gout
ever,89,Fever
weight gain?,87,Weight gain
genital herpes,93,Genital herpes
tingling,88,Stinging
genital herpes,93,Genital herpes
cold sores,90,Cold sores
age,86,Rage
genital herpes,93,Genital herpes
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
all,86,Fall
confused,88,Confused
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
"fertility,",86,Infertility
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
me bleeding,87,Eye bleeding
bleeding,88,Bleeding
out,86,Gout
headache,88,Headache
out,86,Gout
age,86,Rage
bleeding,88,Bleeding
bleeding,88,Bleeding
nauseated,89,Nauseated
all,86,Fall
"palpitations,",88,Palpitations
nauseated,89,Nauseated
"palpitations,",88,Palpitations
"palpitations,",88,Palpitations
all,86,Fall
nauseated,89,Nauseated
all,86,Fall
confused,88,Confused
out,86,Gout
"difference,",87,Indifference
out,86,Gout
ever,89,Fever
differences,87,Indifference
painfull periods,90,Painful periods
"regular periods,",91,Irregular periods
hair loss,89,Hair loss
out,86,Gout
anxiety,86,Anxiety
pimples,86,Pimples
out,86,Gout
old,86,Cold
old,86,Cold
bleeding,88,Bleeding
out,86,Gout
my discharge,88,Eye discharge
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
out,86,Gout
out,86,Gout
ADD,86,ADHD
old,86,Cold
age,86,Rage
weight lossI,87,Weight loss
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
age,86,Rage
all,86,Fall
out,86,Gout
old,86,Cold
age,86,Rage
anxiety,86,Anxiety
all,86,Fall
lightheadedness,93,Lightheadedness
anxiety,86,Anxiety
blood pressure,88,Low blood pressure
all,86,Fall
out,86,Gout
lightheadness,86,Lightheadedness
anxiety,86,Anxiety
cataract,88,Cataract
cataract,88,Cataract
cataract,88,Cataract
cataract,88,Cataract
cataract,88,Cataract
Could,89,Cold
out,86,Gout
old,86,Cold
old,86,Cold
out,86,Gout
eye pain,88,Eye pain
sinus infection,93,Sinus infection
infection,89,Infection
throat irritation,94,Throat irritation
ear,86,Fear
tingling,88,Stinging
ear,86,Fear
ear,86,Fear
ear,86,Fear
ear,86,Fear
redness,88,Tiredness
"shooting pain,",89,Shooting pain
old,86,Cold
ever,89,Fever
out,86,Gout
old,86,Cold
out,86,Gout
frustration,91,Frustration
all,86,Fall
old,86,Cold
age,86,Rage
kidney infection,94,Kidney infection
infection,89,Infection
old,86,Cold
all,86,Fall
fatigue,86,Fatigue
fatigue,86,Fatigue
all,86,Fall
out,86,Gout
Fear,100,Fear
all,86,Fall
all,86,Fall
cold sores,90,Cold sores
out,86,Gout
all,86,Fall
hearing loss,92,Hearing loss
MS,100,MS
ear,86,Fear
out,86,Gout
ear,86,Fear
all,86,Fall
ear,86,Fear
ear,86,Fear
sickness,88,Sickness
all,86,Fall
MS,100,MS
blurred vison,89,Blurred vision
all,86,Fall
all,86,Fall
oil,86,Boil
all,86,Fall
out,86,Gout
Cancer,100,Cancer
"Cancer,",92,Cancer
Breast and,86,Breast pain
Ovarian Cancer;,90,Ovarian cancer
Cancer;,92,Cancer
Breast Cancer),89,Breast cancer
Cancer),92,Cancer
Ovarian Cancer,93,Ovarian cancer
Cancer,100,Cancer
old,86,Cold
old,86,Cold
ADHD,100,ADHD
all,86,Fall
all,86,Fall
old,86,Cold
ever,89,Fever
heavy periods,92,Heavy periods
bleeding,88,Bleeding
bleeding,88,Bleeding
all,86,Fall
all,86,Fall
out,86,Gout
and throbbing,89,Head throbbing
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
old,86,Cold
"discomfort,",86,Discomfort
all,86,Fall
eating,86,Sweating
irregular periods,94,Irregular periods
all,86,Fall
blurred vision,93,Blurred vision
old,86,Cold
swelling,88,Swelling
swelling,88,Swelling
swollen lymphnodes,92,Swollen lymph nodes
headache,88,Headache
age,86,Rage
old,86,Cold
redness,88,Tiredness
confused,88,Confused
ever,89,Fever
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
ear,86,Fear
old,86,Cold
all,86,Fall
old,86,Cold
all,86,Fall
infection,89,Infection
ear,86,Fear
out,86,Gout
all,86,Fall
on infections,86,Wound infection
tingling,88,Stinging
tingling,88,Stinging
tingling,88,Stinging
numbness,88,Numbness
seizure,86,Seizure
seizure,86,Seizure
seizure,86,Seizure
tingling,88,Stinging
out,86,Gout
numbness,88,Numbness
all,86,Fall
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
allergy,86,Allergy
old,86,Cold
infection,89,Infection
infection,89,Infection
old,86,Cold
bleeding,88,Bleeding
bleeding,88,Bleeding
out,86,Gout
old,86,Cold
sweating,88,Sweating
sweating,88,Sweating
all,86,Fall
all,86,Fall
restless,88,Restless
restless,88,Restless
out,86,Gout
insomnia,88,Insomnia
addiction,89,Addiction
coughing,88,Coughing
passed out,90,Passed out
out,86,Gout
coughing,88,Coughing
ever,89,Fever
"stomach upset,",89,Stomach upset
out,86,Gout
old,86,Cold
all,86,Fall
all,86,Fall
claustrophobic,86,Claustrophobia
all,86,Fall
all,86,Fall
tension,86,Tension
only inflammation,86,Corneal inflammation
inflammation,92,Inflammation
anxiety,86,Anxiety
out,86,Gout
all,86,Fall
all,86,Fall
burping,86,Burping
all,86,Fall
emotional stress,88,Emotional distress
"feeling sick,",88,Feeling sick
ever,89,Fever
ovarian cancer,93,Ovarian cancer
all,86,Fall
ever,89,Fever
"overweight,",86,Overweight
all,86,Fall
all,86,Fall
ever,89,Fever
old,86,Cold
ever,89,Fever
old,86,Cold
ADHD,100,ADHD
ADHD,100,ADHD
age,86,Rage
old,86,Cold
old,86,Cold
confused,88,Confused
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
Birth Defect,88,Birth defects
birth defects,92,Birth defects
Birth Defect,88,Birth defects
all,86,Fall
miscarriage,91,Miscarriage
miscarriage,91,Miscarriage
"miscarriage,",87,Miscarriage
ever,89,Fever
ever,89,Fever
miscarriage,91,Miscarriage
ever,89,Fever
miscarriage?,87,Miscarriage
confused,88,Confused
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
all,86,Fall
all,86,Fall
old,86,Cold
all,86,Fall
ADHD,100,ADHD
all,86,Fall
Could,89,Cold
Rosacea,100,Rosacea
Rosacea,100,Rosacea
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
nervous,86,Nervous
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
age,86,Rage
panic attacks,92,Panic attacks
painting,88,Fainting
cataract,88,Cataract
headache,88,Headache
out,86,Gout
ovarian cancer,93,Ovarian cancer
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
Screaming,100,Screaming
all,86,Fall
ever,89,Fever
sickness,88,Sickness
old,86,Cold
"sore throat,",87,Sore throat
sore throat,91,Sore throat
all,86,Fall
"runny nose,",86,Runny nose
sore throat,91,Sore throat
ever,89,Fever
old,86,Cold
heart attack,92,Heart attack
bleeding,88,Bleeding
out,86,Gout
out,86,Gout
screaming,89,Screaming
all,86,Fall
out,86,Gout
weight loss,91,Weight loss
weight loss,91,Weight loss
